Combination,Cohesive energy,Melting point,Volume,Density,Average mass,Covalent radius(pm),Atomic mismatch,Mulliken,Pauling,Pseudopotential,Min radius,ENTROPY,VEC,Enthalpy 
"('Ti', 'Zr', 'Tc', 'Ru', 'Ta')",6.5680000000000000,2471.8,10.462800000000000,10.104,103.8036,112.2,0.0610093990570385,3.8077,1.694,2.15,0.419355,13.380,5.6,-42.24
"('Ti', 'Zr', 'Tc', 'Ru', 'W')",6.728,2553.8,10.186800000000000,10.6732,104.3816,111.4,0.0618872321369956,3.888,1.866,2.139,0.419355,13.380,5.8,-36.16
"('Ti', 'Zr', 'Tc', 'Ru', 'Ir')",6.336,2353.8,9.996800000000000,11.3358,106.05760000000000,109.8,0.0618872321369956,4.0738,1.834,2.1176,0.419355,13.380,6.4,-52.8
"('Ti', 'Zr', 'Tc', 'Ru', 'Au')",5.71,2084.6,10.334800000000000,10.684000000000000,107.0076,113.0,0.0618872321369956,4.1742,1.902,2.124,0.419355,13.380,6.8,-45.76
"('Ti', 'Zr', 'Tc', 'Ru', 'Al')",5.626,2003.8,10.292800000000000,7.364,73.01000000000000,110.6,0.0751505849707085,3.663,1.716,1.927,0.419355,13.380,5.2,-49.44
"('Ti', 'Zr', 'Tc', 'Ru', 'In')",5.452,1903.2,11.4448,8.286,90.57760000000000,117.6,0.0719974135733339,3.63752,1.75,2.002,0.419,13.380,5.2,-32.48
"('Ti', 'Zr', 'Tc', 'Ru', 'La')",5.8420000000000000,2055.8,12.770000000000000,8.054000000000000,95.39560000000000,116.2,0.15587552709854,3.62782,1.614,2.208,0.333,13.380,5.2,-33.92
"('Ti', 'Zr', 'Tc', 'Ta', 'W')",7.0,2691.8,10.722800000000000,11.533200000000000,120.3576,114.6,0.0526993998137181,3.8347,1.726,2.176,0.419355,13.380,5.2,-24.32
"('Ti', 'Zr', 'Tc', 'Ta', 'Ir')",6.608,2491.8,10.5328,12.1958,122.0336,113.0,0.0526993998137181,4.0205,1.694,2.1546,0.419355,13.380,5.8,-49.6
"('Ti', 'Zr', 'Tc', 'Ta', 'Au')",5.982,2222.6,10.870800000000000,11.544,122.9836,116.2,0.0526993998137181,4.1209,1.762,2.161,0.419355,13.380,6.2,-41.92
"('Ti', 'Zr', 'Tc', 'Ta', 'Al')",5.898000000000000,2141.8,10.828800000000000,8.224,88.98600000000000,113.8,0.0714285714285727,3.6097,1.576,1.964,0.419355,13.380,4.6,-37.76
"('Ti', 'Zr', 'Tc', 'Ta', 'In')",5.724,2041.2,11.9808,9.146,106.5536,120.8,0.054794520547946,3.58422,1.61,2.039,0.419,13.380,4.6,-20.64
"('Ti', 'Zr', 'Tc', 'Ta', 'La')",6.114,2193.8,13.306000000000000,8.914,111.37160000000000,119.4,0.139874410574923,3.57452,1.474,2.245,0.333,13.380,4.6,-12.8
"('Ti', 'Zr', 'Tc', 'W', 'Ir')",6.768000000000000,2573.8,10.256800000000000,12.765,122.6116,112.2,0.05532833351725,4.1008,1.866,2.1436,0.419355,13.380,6.0,-42.4
"('Ti', 'Zr', 'Tc', 'W', 'Au')",6.1420000000000000,2304.6,10.594800000000000,12.1132,123.5616,115.4,0.05532833351725,4.2012,1.934,2.15,0.419355,13.380,6.4,-33.44
"('Ti', 'Zr', 'Tc', 'W', 'Al')",6.058,2223.8,10.552800000000000,8.7932,89.564,113.0,0.0709997026893672,3.69,1.748,1.953,0.419355,13.380,4.8,-33.6
"('Ti', 'Zr', 'Tc', 'W', 'In')",5.8840000000000000,2123.2,11.7048,9.7152,107.13160000000000,120.0,0.063646884652165,3.66452,1.782,2.028,0.419,13.380,4.8,-15.2
"('Ti', 'Zr', 'Tc', 'W', 'La')",6.274000000000000,2275.8,13.030000000000000,9.4832,111.94960000000000,118.6,0.14944495646843,3.65482,1.646,2.234,0.333,13.380,4.8,-11.52
"('Ti', 'Zr', 'Tc', 'Ir', 'Au')",5.75,2104.6,10.404800000000000,12.7758,125.2376,113.8,0.05532833351725,4.387,1.902,2.1286,0.419355,13.380,7.0,-51.36
"('Ti', 'Zr', 'Tc', 'Ir', 'Al')",5.666,2023.8,10.362800000000000,9.4558,91.24000000000000,111.4,0.0709997026893672,3.8758,1.716,1.9316,0.419355,13.380,5.4,-56.16
"('Ti', 'Zr', 'Tc', 'Ir', 'In')",5.492,1923.2,11.514800000000000,10.3778,108.80760000000000,118.4,0.063646884652165,3.85032,1.75,2.0066,0.419,13.380,5.4,-39.36
"('Ti', 'Zr', 'Tc', 'Ir', 'La')",5.882,2075.8,12.84,10.1458,113.62560000000000,117.0,0.14944495646843,3.84062,1.614,2.2126,0.333,13.380,5.4,-42.4
"('Ti', 'Zr', 'Tc', 'Au', 'Al')",5.04,1754.6,10.700800000000000,8.804,92.19000000000000,114.6,0.0709997026893672,3.9762,1.784,1.938,0.419355,13.380,5.8,-50.4
"('Ti', 'Zr', 'Tc', 'Au', 'In')",4.866,1654.0,11.8528,9.726,109.7576,121.6,0.063646884652165,3.95072,1.818,2.013,0.419,13.380,5.8,-36.64
"('Ti', 'Zr', 'Tc', 'Au', 'La')",5.256000000000000,1806.6,13.178,9.494,114.57560000000000,120.2,0.14944495646843,3.94102,1.682,2.219,0.333,13.380,5.8,-41.92
"('Ti', 'Zr', 'Tc', 'Al', 'In')",4.782,1573.2,11.8108,6.406000000000000,75.76,119.2,0.0821260830259911,3.43952,1.632,1.816,0.419,13.380,4.2,-31.68
"('Ti', 'Zr', 'Tc', 'Al', 'La')",5.172,1725.8,13.136000000000000,6.1740000000000000,80.578,117.8,0.163299316185545,3.42982,1.496,2.022,0.333,13.380,4.2,-34.24
"('Ti', 'Zr', 'Tc', 'In', 'La')",4.998000000000000,1625.2,14.288,7.096000000000000,98.14560000000000,124.8,0.135072484010933,3.40434,1.53,2.097,0.333,13.380,4.2,-22.4
"('Ti', 'Zr', 'Ru', 'Ta', 'W')",6.978,2719.4,10.6308,11.753200000000000,120.9902,113.2,0.0610093990570385,3.8923,1.786,2.167,0.419355,13.380,5.4,-27.04
"('Ti', 'Zr', 'Ru', 'Ta', 'Ir')",6.586,2519.4,10.440800000000000,12.415800000000000,122.6662,111.6,0.0610093990570385,4.0781,1.754,2.1456,0.419355,13.380,6.0,-51.68
"('Ti', 'Zr', 'Ru', 'Ta', 'Au')",5.96,2250.2,10.7788,11.764,123.6162,114.8,0.0610093990570385,4.1785,1.822,2.152,0.419355,13.380,6.4,-44
"('Ti', 'Zr', 'Ru', 'Ta', 'Al')",5.876,2169.4,10.7368,8.444000000000000,89.61860000000000,112.4,0.0768135126045406,3.6673,1.636,1.955,0.419355,13.380,4.8,-40.16
"('Ti', 'Zr', 'Ru', 'Ta', 'In')",5.702,2068.8,11.8888,9.366,107.18620000000000,119.4,0.0654264343483117,3.64182,1.67,2.03,0.419,13.380,4.8,-23.04
"('Ti', 'Zr', 'Ru', 'Ta', 'La')",6.0920000000000000,2221.4,13.214000000000000,9.134000000000000,112.0042,118.0,0.147022508224863,3.63212,1.534,2.236,0.333,13.380,4.8,-15.84
"('Ti', 'Zr', 'Ru', 'W', 'Ir')",6.7460000000000000,2601.4,10.1648,12.985,123.2442,110.8,0.0618872321369956,4.1584,1.926,2.1346,0.419355,13.380,6.2,-44.32
"('Ti', 'Zr', 'Ru', 'W', 'Au')",6.120000000000000,2332.2,10.5028,12.3332,124.1942,114.0,0.0618872321369956,4.2588,1.994,2.141,0.419355,13.380,6.6,-35.36
"('Ti', 'Zr', 'Ru', 'W', 'Al')",6.036,2251.4,10.4608,9.013200000000000,90.19660000000000,111.6,0.0751505849707085,3.7476,1.808,1.944,0.419355,13.380,5.0,-35.84
"('Ti', 'Zr', 'Ru', 'W', 'In')",5.862,2150.8,11.6128,9.9352,107.76420000000000,118.6,0.0719974135733339,3.72212,1.842,2.019,0.419,13.380,5.0,-17.44
"('Ti', 'Zr', 'Ru', 'W', 'La')",6.252,2303.4,12.938000000000000,9.703200000000000,112.58220000000000,117.2,0.15587552709854,3.71242,1.706,2.225,0.333,13.380,5.0,-14.4
"('Ti', 'Zr', 'Ru', 'Ir', 'Au')",5.728,2132.2,10.3128,12.9958,125.8702,112.4,0.0618872321369956,4.4446,1.962,2.1196,0.419355,13.380,7.2,-52.64
"('Ti', 'Zr', 'Ru', 'Ir', 'Al')",5.644,2051.4,10.2708,9.6758,91.87260000000000,110.0,0.0751505849707085,3.9334,1.776,1.9226,0.419355,13.380,5.6,-57.76
"('Ti', 'Zr', 'Ru', 'Ir', 'In')",5.470000000000000,1950.8,11.422800000000000,10.597800000000000,109.4402,117.0,0.0719974135733339,3.90792,1.81,1.9976,0.419,13.380,5.6,-40.96
"('Ti', 'Zr', 'Ru', 'Ir', 'La')",5.86,2103.4,12.748,10.3658,114.25820000000000,115.6,0.15587552709854,3.89822,1.674,2.2036,0.333,13.380,5.6,-44.64
"('Ti', 'Zr', 'Ru', 'Au', 'Al')",5.018,1782.2,10.6088,9.024000000000000,92.8226,113.2,0.0751505849707085,4.0338,1.844,1.929,0.419355,13.380,6.0,-52
"('Ti', 'Zr', 'Ru', 'Au', 'In')",4.844000000000000,1681.6,11.7608,9.946000000000000,110.39020000000000,120.2,0.0719974135733339,4.00832,1.878,2.004,0.419,13.380,6.0,-38.24
"('Ti', 'Zr', 'Ru', 'Au', 'La')",5.234,1834.2,13.086000000000000,9.714,115.20820000000000,118.8,0.15587552709854,3.99862,1.742,2.21,0.333,13.380,6.0,-44.16
"('Ti', 'Zr', 'Ru', 'Al', 'In')",4.76,1600.8,11.7188,6.6260000000000000,76.3926,117.8,0.0880118698297207,3.49712,1.692,1.807,0.419,13.380,4.4,-33.6
"('Ti', 'Zr', 'Ru', 'Al', 'La')",5.15,1753.4,13.044,6.394,81.2106,116.4,0.168988970631065,3.48742,1.556,2.013,0.333,13.380,4.4,-36.8
"('Ti', 'Zr', 'Ru', 'In', 'La')",4.976,1652.8,14.196000000000000,7.316,98.7782,123.4,0.142812539491474,3.46194,1.59,2.088,0.333,13.380,4.4,-24.96
"('Ti', 'Zr', 'Ta', 'W', 'Ir')",7.018000000000000,2739.4,10.700800000000000,13.845000000000000,139.2202,114.0,0.0526993998137181,4.1051,1.786,2.1716,0.419355,13.380,5.6,-35.04
"('Ti', 'Zr', 'Ta', 'W', 'Au')",6.3920000000000000,2470.2,11.0388,13.1932,140.1702,117.2,0.0526993998137181,4.2055,1.854,2.178,0.419355,13.380,6.0,-25.44
"('Ti', 'Zr', 'Ta', 'W', 'Al')",6.308,2389.4,10.9968,9.8732,106.17260000000000,114.8,0.0714285714285727,3.6943,1.668,1.981,0.419355,13.380,4.4,-18.08
"('Ti', 'Zr', 'Ta', 'W', 'In')",6.1340000000000000,2288.8,12.1488,10.7952,123.7402,121.8,0.054794520547946,3.66882,1.702,2.056,0.419,13.380,4.4,0.48
"('Ti', 'Zr', 'Ta', 'W', 'La')",6.524000000000000,2441.4,13.474,10.563200000000000,128.5582,120.4,0.139874410574923,3.65912,1.566,2.262,0.333,13.380,4.4,12.8
"('Ti', 'Zr', 'Ta', 'Ir', 'Au')",6.0,2270.2,10.8488,13.855800000000000,141.8462,115.6,0.0526993998137181,4.3913,1.822,2.1566,0.419355,13.380,6.6,-51.36
"('Ti', 'Zr', 'Ta', 'Ir', 'Al')",5.916,2189.4,10.8068,10.5358,107.84860000000000,113.2,0.0714285714285727,3.8801,1.636,1.9596,0.419355,13.380,5.0,-48.64
"('Ti', 'Zr', 'Ta', 'Ir', 'In')",5.742,2088.8,11.9588,11.4578,125.41620000000000,120.2,0.054794520547946,3.85462,1.67,2.0346,0.419,13.380,5.0,-31.68
"('Ti', 'Zr', 'Ta', 'Ir', 'La')",6.132,2241.4,13.284,11.2258,130.2342,118.8,0.139874410574923,3.84492,1.534,2.2406,0.333,13.380,5.0,-26.08
"('Ti', 'Zr', 'Ta', 'Au', 'Al')",5.29,1920.2,11.1448,9.884,108.7986,116.4,0.0714285714285727,3.9805,1.704,1.966,0.419355,13.380,5.4,-42.24
"('Ti', 'Zr', 'Ta', 'Au', 'In')",5.116,1819.6,12.296800000000000,10.806000000000000,126.36620000000000,123.4,0.054794520547946,3.95502,1.738,2.041,0.419,13.380,5.4,-28.32
"('Ti', 'Zr', 'Ta', 'Au', 'La')",5.506000000000000,1972.2,13.622,10.574,131.18420000000000,122.0,0.139874410574923,3.94532,1.602,2.247,0.333,13.380,5.4,-24.96
"('Ti', 'Zr', 'Ta', 'Al', 'In')",5.032,1738.8,12.2548,7.486,92.3686,121.0,0.0773300605948617,3.44382,1.552,1.844,0.419,13.380,3.8,-15.84
"('Ti', 'Zr', 'Ta', 'Al', 'La')",5.422,1891.4,13.580000000000000,7.254,97.1866,119.6,0.155129291086207,3.43412,1.416,2.05,0.333,13.380,3.8,-9.76
"('Ti', 'Zr', 'Ta', 'In', 'La')",5.248000000000000,1790.8,14.732,8.176000000000000,114.7542,126.6,0.122726072339652,3.40864,1.45,2.125,0.333,13.380,3.8,2.24
"('Ti', 'Zr', 'W', 'Ir', 'Au')",6.16,2352.2,10.572800000000000,14.425,142.4242,114.8,0.05532833351725,4.4716,1.994,2.1456,0.419355,13.380,6.8,-41.6
"('Ti', 'Zr', 'W', 'Ir', 'Al')",6.0760000000000000,2271.4,10.5308,11.105,108.42660000000000,112.4,0.0709997026893672,3.9604,1.808,1.9486,0.419355,13.380,5.2,-43.2
"('Ti', 'Zr', 'W', 'Ir', 'In')",5.902,2170.8,11.682800000000000,12.027000000000000,125.9942,119.4,0.063646884652165,3.93492,1.842,2.0236,0.419,13.380,5.2,-24.96
"('Ti', 'Zr', 'W', 'Ir', 'La')",6.292,2323.4,13.008,11.795,130.81220000000000,118.0,0.14944495646843,3.92522,1.706,2.2296,0.333,13.380,5.2,-23.52
"('Ti', 'Zr', 'W', 'Au', 'Al')",5.45,2002.2,10.8688,10.4532,109.37660000000000,115.6,0.0709997026893672,4.0608,1.876,1.955,0.419355,13.380,5.6,-35.52
"('Ti', 'Zr', 'W', 'Au', 'In')",5.276,1901.6,12.0208,11.375200000000000,126.9442,122.6,0.063646884652165,4.03532,1.91,2.03,0.419,13.380,5.6,-20.32
"('Ti', 'Zr', 'W', 'Au', 'La')",5.6660000000000000,2054.2,13.346,11.1432,131.7622,121.2,0.14944495646843,4.02562,1.774,2.236,0.333,13.380,5.6,-21.12
"('Ti', 'Zr', 'W', 'Al', 'In')",5.192,1820.8,11.9788,8.055200000000000,92.9466,120.2,0.0821260830259911,3.52412,1.724,1.833,0.419,13.380,4.0,-12.16
"('Ti', 'Zr', 'W', 'Al', 'La')",5.582,1973.4,13.304000000000000,7.8232,97.7646,118.8,0.163299316185545,3.51442,1.588,2.039,0.333,13.380,4.0,-10.24
"('Ti', 'Zr', 'W', 'In', 'La')",5.4080000000000000,1872.8,14.456,8.7452,115.33220000000000,125.8,0.135072484010933,3.48894,1.622,2.114,0.333,13.380,4.0,3.04
"('Ti', 'Zr', 'Ir', 'Au', 'Al')",5.058,1802.2,10.678800000000000,11.115800000000000,111.05260000000000,114.0,0.0709997026893672,4.2466,1.844,1.9336,0.419355,13.380,6.2,-58.72
"('Ti', 'Zr', 'Ir', 'Au', 'In')",4.8840000000000000,1701.6,11.8308,12.0378,128.6202,121.0,0.063646884652165,4.22112,1.878,2.0086,0.419,13.380,6.2,-45.12
"('Ti', 'Zr', 'Ir', 'Au', 'La')",5.274000000000000,1854.2,13.156,11.805800000000000,133.4382,119.6,0.14944495646843,4.21142,1.742,2.2146,0.333,13.380,6.2,-52.64
"('Ti', 'Zr', 'Ir', 'Al', 'In')",4.8,1620.8,11.788800000000000,8.7178,94.6226,118.6,0.0821260830259911,3.70992,1.692,1.8116,0.419,13.380,4.6,-41.6
"('Ti', 'Zr', 'Ir', 'Al', 'La')",5.1900000000000000,1773.4,13.114000000000000,8.485800000000000,99.44060000000000,117.2,0.163299316185545,3.70022,1.556,2.0176,0.333,13.380,4.6,-46.4
"('Ti', 'Zr', 'Ir', 'In', 'La')",5.016,1672.8,14.266,9.4078,117.00820000000000,124.2,0.135072484010933,3.67474,1.59,2.0926,0.333,13.380,4.6,-34.72
"('Ti', 'Zr', 'Au', 'Al', 'In')",4.174,1351.6,12.1268,8.066,95.5726,121.8,0.0821260830259911,3.81032,1.76,1.818,0.419,13.380,5.0,-40.16
"('Ti', 'Zr', 'Au', 'Al', 'La')",4.564,1504.2,13.452000000000000,7.8340000000000000,100.39060000000000,120.4,0.163299316185545,3.80062,1.624,2.024,0.333,13.380,5.0,-47.2
"('Ti', 'Zr', 'Au', 'In', 'La')",4.39,1403.6,14.604,8.756,117.9582,127.4,0.135072484010933,3.77514,1.658,2.099,0.333,13.380,5.0,-38.56
"('Ti', 'Zr', 'Al', 'In', 'La')",4.306,1322.8,14.562000000000000,5.436,83.9606,125.0,0.151453295970009,3.26394,1.472,1.902,0.333,13.380,3.4,-22.56
"('Ti', 'Hf', 'Sc', 'V', 'Cr')",4.93,2106.6,10.926000000000000,6.788000000000000,74.8502,110.6,0.066406573389264,3.5383,1.498,2.082,0.40625,13.380,4.4,-0.16
"('Ti', 'Hf', 'Sc', 'V', 'Ga')",4.672,1741.2,11.8406,6.540000000000000,78.39500000000000,114.2,0.0803877562693764,3.4239,1.528,1.933,0.40625,13.380,3.8,-13.92
"('Ti', 'Hf', 'Sc', 'V', 'Ni')",4.998,2025.8,10.798000000000000,7.1382,76.1896,110.2,0.0723316447013901,3.6735,1.548,2.03,0.40625,13.380,5.2,-18.88
"('Ti', 'Hf', 'Sc', 'V', 'Y')",4.984,2039.8,13.456,6.2518,82.2322,114.8,0.113592366849412,3.4465,1.41,2.182,0.351351,13.380,3.8,9.6
"('Ti', 'Hf', 'Sc', 'V', 'Nb')",5.6240000000000000,2229.6,11.646000000000000,7.074,83.0322,113.2,0.0630858401054124,3.5615,1.486,2.146,0.40625,13.380,4.2,6.24
"('Ti', 'Hf', 'Sc', 'V', 'Mo')",5.474,2258.6,11.356,7.398000000000000,83.64100000000000,112.6,0.0630858401054124,3.5775,1.598,2.138,0.40625,13.380,4.4,3.04
"('Ti', 'Hf', 'Sc', 'V', 'Tc')",5.4800000000000000,2169.6,11.206,7.558,84.0324,112.0,0.0723316447013901,3.5768,1.546,2.124,0.40625,13.380,4.6,-20.8
"('Ti', 'Hf', 'Sc', 'V', 'Ru')",5.458,2197.2,11.114,7.7780000000000000,84.66500000000000,110.6,0.0803877562693764,3.6344,1.606,2.115,0.40625,13.380,4.8,-23.68
"('Ti', 'Hf', 'Sc', 'V', 'Ta')",5.7300000000000000,2335.2,11.65,8.638,100.64100000000000,113.8,0.0630858401054124,3.5811,1.466,2.152,0.40625,13.380,4.2,5.6
"('Ti', 'Hf', 'Sc', 'V', 'W')",5.890000000000000,2417.2,11.374000000000000,9.2072,101.21900000000000,113.0,0.0723316447013901,3.6614,1.638,2.141,0.40625,13.380,4.4,1.92
"('Ti', 'Hf', 'Sc', 'V', 'Ir')",5.498,2217.2,11.184000000000000,9.869800000000000,102.89500000000000,111.4,0.0723316447013901,3.8472,1.606,2.1196,0.40625,13.380,5.0,-32.8
"('Ti', 'Hf', 'Sc', 'V', 'Au')",4.872,1948.0,11.522,9.218,103.845,114.6,0.0723316447013901,3.9476,1.674,2.126,0.40625,13.380,5.4,-29.92
"('Ti', 'Hf', 'Sc', 'V', 'Al')",4.788,1867.2,11.48,5.898,69.8474,112.2,0.0900985924945809,3.4364,1.488,1.929,0.40625,13.380,3.8,-17.12
"('Ti', 'Hf', 'Sc', 'V', 'In')",4.614,1766.6,12.632,6.82,87.41500000000000,119.2,0.0650695282874666,3.41092,1.522,2.004,0.40625,13.380,3.8,-4
"('Ti', 'Hf', 'Sc', 'V', 'La')",5.004,1919.2,13.9572,6.588000000000000,92.23300000000000,117.8,0.134514089693904,3.40122,1.386,2.21,0.333,13.380,3.8,12
"('Ti', 'Hf', 'Sc', 'Cr', 'Ga')",4.43,1734.6,11.6226,6.770000000000000,78.6058,113.6,0.0755479389662304,3.4407,1.534,1.935,0.40625,13.380,4.0,-15.68
"('Ti', 'Hf', 'Sc', 'Cr', 'Ni')",4.756,2019.2,10.580000000000000,7.368200000000000,76.40040000000000,109.6,0.066406573389264,3.6903,1.554,2.032,0.40625,13.380,5.4,-20
"('Ti', 'Hf', 'Sc', 'Cr', 'Y')",4.742,2033.2,13.238,6.4818,82.443,114.2,0.106108624084917,3.4633,1.416,2.184,0.351351,13.380,4.0,5.76
"('Ti', 'Hf', 'Sc', 'Cr', 'Nb')",5.382,2223.0,11.428,7.304000000000000,83.243,112.6,0.0548921513826755,3.5783,1.492,2.148,0.40625,13.380,4.4,2.4
"('Ti', 'Hf', 'Sc', 'Cr', 'Mo')",5.232,2252.0,11.138000000000000,7.628,83.8518,112.0,0.0548921513826755,3.5943,1.604,2.14,0.40625,13.380,4.6,0.16
"('Ti', 'Hf', 'Sc', 'Cr', 'Tc')",5.2380000000000000,2163.0,10.988000000000000,7.788000000000000,84.24320000000000,111.4,0.066406573389264,3.5936,1.552,2.126,0.40625,13.380,4.8,-21.76
"('Ti', 'Hf', 'Sc', 'Cr', 'Ru')",5.216000000000000,2190.6,10.896,8.008,84.8758,110.0,0.0755479389662304,3.6512,1.612,2.117,0.40625,13.380,5.0,-24.48
"('Ti', 'Hf', 'Sc', 'Cr', 'Ta')",5.4880000000000000,2328.6,11.432,8.868000000000000,100.8518,113.2,0.0548921513826755,3.5979,1.472,2.154,0.40625,13.380,4.4,1.76
"('Ti', 'Hf', 'Sc', 'Cr', 'W')",5.648000000000000,2410.6,11.156,9.437200000000000,101.4298,112.4,0.066406573389264,3.6782,1.644,2.143,0.40625,13.380,4.6,-0.64
"('Ti', 'Hf', 'Sc', 'Cr', 'Ir')",5.256,2210.6,10.966,10.099800000000000,103.1058,110.8,0.066406573389264,3.864,1.612,2.1216,0.40625,13.380,5.2,-33.12
"('Ti', 'Hf', 'Sc', 'Cr', 'Au')",4.63,1941.4,11.304,9.448000000000000,104.0558,114.0,0.066406573389264,3.9644,1.68,2.128,0.40625,13.380,5.6,-29.76
"('Ti', 'Hf', 'Sc', 'Cr', 'Al')",4.546,1860.6,11.262,6.128000000000000,70.05820000000000,111.6,0.0861782892082697,3.4532,1.494,1.931,0.40625,13.380,4.0,-19.04
"('Ti', 'Hf', 'Sc', 'Cr', 'In')",4.372,1760.0,12.414,7.05,87.6258,118.6,0.0557773351022719,3.42772,1.528,2.006,0.40625,13.380,4.0,-5.6
"('Ti', 'Hf', 'Sc', 'Cr', 'La')",4.762,1912.6,13.7392,6.818,92.44380000000000,117.2,0.127528111896263,3.41802,1.392,2.212,0.333,13.380,4.0,8.32
"('Ti', 'Hf', 'Sc', 'Ga', 'Ni')",4.498,1653.8,11.4946,7.1202,79.9452,113.2,0.0803877562693764,3.5759,1.584,1.883,0.40625,13.380,4.8,-34.08
"('Ti', 'Hf', 'Sc', 'Ga', 'Y')",4.484,1667.8,14.152600000000000,6.2338000000000000,85.98780000000000,117.8,0.122174595598875,3.3489,1.446,2.035,0.351351,13.380,3.4,-15.2
"('Ti', 'Hf', 'Sc', 'Ga', 'Nb')",5.1240000000000000,1857.6,12.3426,7.056,86.7878,116.2,0.0731306729591176,3.4639,1.522,1.999,0.40625,13.380,3.8,-10.56
"('Ti', 'Hf', 'Sc', 'Ga', 'Mo')",4.974,1886.6,12.0526,7.38,87.3966,115.6,0.0731306729591176,3.4799,1.634,1.991,0.40625,13.380,4.0,-11.52
"('Ti', 'Hf', 'Sc', 'Ga', 'Tc')",4.9800000000000000,1797.6,11.9026,7.540000000000000,87.788,115.0,0.0803877562693764,3.4792,1.582,1.977,0.40625,13.380,4.2,-34.72
"('Ti', 'Hf', 'Sc', 'Ga', 'Ru')",4.958,1825.2,11.810600000000000,7.76,88.42060000000000,113.6,0.0873426293482289,3.5368,1.642,1.968,0.40625,13.380,4.4,-37.12
"('Ti', 'Hf', 'Sc', 'Ga', 'Ta')",5.2300000000000000,1963.2,12.346600000000000,8.62,104.39660000000000,116.8,0.0731306729591176,3.4835,1.502,2.005,0.40625,13.380,3.8,-11.52
"('Ti', 'Hf', 'Sc', 'Ga', 'W')",5.390000000000000,2045.2,12.070600000000000,9.1892,104.97460000000000,116.0,0.0803877562693764,3.5638,1.674,1.994,0.40625,13.380,4.0,-11.84
"('Ti', 'Hf', 'Sc', 'Ga', 'Ir')",4.998,1845.2,11.880600000000000,9.8518,106.65060000000000,114.4,0.0803877562693764,3.7496,1.642,1.9726,0.40625,13.380,4.6,-46.4
"('Ti', 'Hf', 'Sc', 'Ga', 'Au')",4.372,1576.0,12.218600000000000,9.2,107.60060000000000,117.6,0.0803877562693764,3.85,1.71,1.979,0.40625,13.380,5.0,-45.6
"('Ti', 'Hf', 'Sc', 'Ga', 'Al')",4.288,1495.2,12.176600000000000,5.88,73.603,115.2,0.0960435330773652,3.3388,1.524,1.782,0.40625,13.380,3.4,-30.08
"('Ti', 'Hf', 'Sc', 'Ga', 'In')",4.114,1394.6,13.3286,6.802,91.17060000000000,122.2,0.0758444064886615,3.31332,1.558,1.857,0.40625,13.380,3.4,-21.12
"('Ti', 'Hf', 'Sc', 'Ga', 'La')",4.504,1547.2,14.653800000000000,6.57,95.98860000000000,120.8,0.142475069044185,3.30362,1.422,2.063,0.333,13.380,3.4,-13.76
"('Ti', 'Hf', 'Sc', 'Ni', 'Y')",4.8100000000000000,1952.4,13.11,6.832000000000000,83.7824,113.8,0.113592366849412,3.5985,1.466,2.132,0.351351,13.380,4.8,-17.12
"('Ti', 'Hf', 'Sc', 'Ni', 'Nb')",5.45,2142.2,11.3,7.6542,84.58240000000000,112.2,0.0630858401054124,3.7135,1.542,2.096,0.40625,13.380,5.2,-17.44
"('Ti', 'Hf', 'Sc', 'Ni', 'Mo')",5.3,2171.2,11.010000000000000,7.978200000000000,85.1912,111.6,0.0630858401054124,3.7295,1.654,2.088,0.40625,13.380,5.4,-17.12
"('Ti', 'Hf', 'Sc', 'Ni', 'Tc')",5.306,2082.2,10.860000000000000,8.138200000000000,85.58260000000000,111.0,0.0723316447013901,3.7288,1.602,2.074,0.40625,13.380,5.6,-36.32
"('Ti', 'Hf', 'Sc', 'Ni', 'Ru')",5.284000000000000,2109.8,10.768,8.3582,86.2152,109.6,0.0803877562693764,3.7864,1.662,2.065,0.40625,13.380,5.8,-38.72
"('Ti', 'Hf', 'Sc', 'Ni', 'Ta')",5.556,2247.8,11.304,9.2182,102.1912,112.8,0.0630858401054124,3.7331,1.522,2.102,0.40625,13.380,5.2,-17.92
"('Ti', 'Hf', 'Sc', 'Ni', 'W')",5.716000000000000,2329.8,11.028,9.7874,102.7692,112.0,0.0723316447013901,3.8134,1.694,2.091,0.40625,13.380,5.4,-17.44
"('Ti', 'Hf', 'Sc', 'Ni', 'Ir')",5.324,2129.8,10.838,10.45,104.4452,110.4,0.0723316447013901,3.9992,1.662,2.0696,0.40625,13.380,6.0,-46.72
"('Ti', 'Hf', 'Sc', 'Ni', 'Au')",4.6980000000000000,1860.6,11.176,9.7982,105.3952,113.6,0.0723316447013901,4.0996,1.73,2.076,0.40625,13.380,6.4,-44.8
"('Ti', 'Hf', 'Sc', 'Ni', 'Al')",4.614,1779.8,11.134,6.478200000000000,71.39760000000000,111.2,0.0900985924945809,3.5884,1.544,1.879,0.40625,13.380,4.8,-37.12
"('Ti', 'Hf', 'Sc', 'Ni', 'In')",4.4400000000000000,1679.2,12.286,7.4002,88.9652,118.2,0.0650695282874666,3.56292,1.578,1.954,0.40625,13.380,4.8,-24.64
"('Ti', 'Hf', 'Sc', 'Ni', 'La')",4.83,1831.8,13.6112,7.168200000000000,93.7832,116.8,0.134514089693904,3.55322,1.442,2.16,0.333,13.380,4.8,-14.88
